Station ID,Year,Month,Day,Hour,Minute,Second,Date (ISO Format),Station Latitude,Station Longitude,Station Elevation,Timestamp (Epoch),ZWD Observation,Satellite Azimuth,Satellite Elevation,Temperature (°C),Pressure (hPa),Humidity (%)
METG00FIN,2025,8,29,12,36,10,2025-08-29T12:36:10.000Z,60.242,24.384,59.7,1756470970,13.75,156,4,-3.9,1012.3,66
METG00FIN,2025,8,28,12,36,14,2025-08-28T12:36:14.000Z,60.242,24.384,59.7,1756384574,14.24,222,78,-4.0,1012.5,52
METG00FIN,2025,8,27,12,36,19,2025-08-27T12:36:19.000Z,60.242,24.384,59.7,1756298179,14.77,6,50,-2.3,1005.7,65
METG00FIN,2025,8,26,12,36,23,2025-08-26T12:36:23.000Z,60.242,24.384,59.7,1756211783,6.03,162,53,-4.3,1018.6,69
METG00FIN,2025,8,25,12,36,27,2025-08-25T12:36:27.000Z,60.242,24.384,59.7,1756125387,14.48,161,6,-0.8,1010.4,64
METG00FIN,2025,8,24,12,36,31,2025-08-24T12:36:31.000Z,60.242,24.384,59.7,1756038991,8.36,93,0,0.6,1020.3,52
METG00FIN,2025,8,23,12,36,35,2025-08-23T12:36:35.000Z,60.242,24.384,59.7,1755952595,13.11,112,18,-3.3,1020.8,65
METG00FIN,2025,8,22,12,36,40,2025-08-22T12:36:40.000Z,60.242,24.384,59.7,1755866200,18.57,121,75,-5.3,1014.9,70
METG00FIN,2025,8,21,12,36,44,2025-08-21T12:36:44.000Z,60.242,24.384,59.7,1755779804,13.31,203,19,-3.2,1014.2,47
METG00FIN,2025,8,20,12,36,49,2025-08-20T12:36:49.000Z,60.242,24.384,59.7,1755693409,15.12,286,43,-1.1,1020.7,52
MFKG00ZAF,2025,9,8,12,36,55,2025-09-08T12:36:55.000Z,-25.805,25.54,1310.9,1757335015,7.92,329,28,15.2,1020.6,68
MFKG00ZAF,2025,9,7,12,37,0,2025-09-07T12:37:00.000Z,-25.805,25.54,1310.9,1757248620,20.39,354,69,14.1,1013.7,73
MFKG00ZAF,2025,9,6,12,37,4,2025-09-06T12:37:04.000Z,-25.805,25.54,1310.9,1757162224,18.08,270,33,15.4,1016.4,73
MFKG00ZAF,2025,9,5,12,37,8,2025-09-05T12:37:08.000Z,-25.805,25.54,1310.9,1757075828,13.92,145,50,14.9,1008.4,54
MFKG00ZAF,2025,9,4,12,37,14,2025-09-04T12:37:14.000Z,-25.805,25.54,1310.9,1756989434,12.61,343,15,13.3,1021.9,46
MFKG00ZAF,2025,9,3,12,37,18,2025-09-03T12:37:18.000Z,-25.805,25.54,1310.9,1756903038,16.65,1,39,15.9,1018.5,52
MFKG00ZAF,2025,9,2,12,37,22,2025-09-02T12:37:22.000Z,-25.805,25.54,1310.9,1756816642,5.66,238,21,17.2,1017.8,56
MFKG00ZAF,2025,9,1,12,37,26,2025-09-01T12:37:26.000Z,-25.805,25.54,1310.9,1756730246,21.85,198,30,11.3,1021.4,52
MFKG00ZAF,2025,8,31,12,37,30,2025-08-31T12:37:30.000Z,-25.805,25.54,1310.9,1756643850,14.24,231,46,17.1,1015.9,54
MFKG00ZAF,2025,8,30,12,37,35,2025-08-30T12:37:35.000Z,-25.805,25.54,1310.9,1756557455,7.16,181,69,17.8,1010.1,48
MFKG00ZAF,2025,8,29,12,37,39,2025-08-29T12:37:39.000Z,-25.805,25.54,1310.9,1756471059,18.70,259,38,19.0,1004.7,65
MFKG00ZAF,2025,8,28,12,37,43,2025-08-28T12:37:43.000Z,-25.805,25.54,1310.9,1756384663,19.80,94,44,15.0,1008.6,53
MFKG00ZAF,2025,8,27,12,37,47,2025-08-27T12:37:47.000Z,-25.805,25.54,1310.9,1756298267,10.80,41,64,20.9,1009.0,47
MFKG00ZAF,2025,8,26,12,37,52,2025-08-26T12:37:52.000Z,-25.805,25.54,1310.9,1756211872,5.79,137,74,16.3,1006.0,54
MFKG00ZAF,2025,8,25,12,37,57,2025-08-25T12:37:57.000Z,-25.805,25.54,1310.9,1756125477,21.78,18,68,19.1,1011.2,64
MFKG00ZAF,2025,8,24,12,38,2,2025-08-24T12:38:02.000Z,-25.805,25.54,1310.9,1756039082,17.10,177,46,14.2,1013.9,48
MFKG00ZAF,2025,8,23,12,38,6,2025-08-23T12:38:06.000Z,-25.805,25.54,1310.9,1755952686,10.74,30,13,22.0,1010.2,49
MFKG00ZAF,2025,8,22,12,38,10,2025-08-22T12:38:10.000Z,-25.805,25.54,1310.9,1755866290,20.64,319,0,14.6,1015.7,68
MFKG00ZAF,2025,8,21,12,38,14,2025-08-21T12:38:14.000Z,-25.805,25.54,1310.9,1755779894,19.23,240,20,17.2,1017.1,51
MFKG00ZAF,2025,8,20,12,38,19,2025-08-20T12:38:19.000Z,-25.805,25.54,1310.9,1755693499,6.21,349,49,17.6,1017.2,48
MGUE00ARG,2025,9,8,12,38,26,2025-09-08T12:38:26.000Z,-35.777,-69.398,1554.15,1757335106,13.01,211,64,7.5,1022.2,70
MGUE00ARG,2025,9,7,12,38,30,2025-09-07T12:38:30.000Z,-35.777,-69.398,1554.15,1757248710,16.22,231,87,7.9,1012.5,72
MGUE00ARG,2025,9,6,12,38,34,2025-09-06T12:38:34.000Z,-35.777,-69.398,1554.15,1757162314,9.79,9,61,6.6,1017.3,62
MGUE00ARG,2025,9,5,12,38,38,2025-09-05T12:38:38.000Z,-35.777,-69.398,1554.15,1757075918,10.69,19,85,5.0,1022.9,60
MGUE00ARG,2025,9,4,12,38,42,2025-09-04T12:38:42.000Z,-35.777,-69.398,1554.15,1756989522,17.40,210,5,10.0,1003.6,52
MGUE00ARG,2025,9,3,12,38,47,2025-09-03T12:38:47.000Z,-35.777,-69.398,1554.15,1756903127,15.67,18,28,10.5,1011.0,54
MGUE00ARG,2025,9,2,12,38,51,2025-09-02T12:38:51.000Z,-35.777,-69.398,1554.15,1756816731,7.84,60,0,7.5,1010.9,48
MGUE00ARG,2025,9,1,12,38,55,2025-09-01T12:38:55.000Z,-35.777,-69.398,1554.15,1756730335,18.72,263,33,7.5,1004.3,68
MGUE00ARG,2025,8,31,12,39,0,2025-08-31T12:39:00.000Z,-35.777,-69.398,1554.15,1756643940,19.95,85,66,15.2,1014.3,59
MGUE00ARG,2025,8,30,12,39,4,2025-08-30T12:39:04.000Z,-35.777,-69.398,1554.15,1756557544,8.93,157,34,14.7,1013.0,51
MGUE00ARG,2025,8,29,12,39,8,2025-08-29T12:39:08.000Z,-35.777,-69.398,1554.15,1756471148,13.66,314,71,10.7,1011.7,62
MGUE00ARG,2025,8,28,12,39,13,2025-08-28T12:39:13.000Z,-35.777,-69.398,1554.15,1756384753,21.18,286,43,10.5,1014.9,68
MGUE00ARG,2025,8,27,12,39,17,2025-08-27T12:39:17.000Z,-35.777,-69.398,1554.15,1756298357,24.48,174,61,10.9,1022.0,68
MGUE00ARG,2025,8,26,12,39,21,2025-08-26T12:39:21.000Z,-35.777,-69.398,1554.15,1756211961,11.24,237,41,9.5,1009.4,50
MGUE00ARG,2025,8,25,12,39,25,2025-08-25T12:39:25.000Z,-35.777,-69.398,1554.15,1756125565,11.12,65,78,12.8,1005.7,67
MGUE00ARG,2025,8,24,12,39,30,2025-08-24T12:39:30.000Z,-35.777,-69.398,1554.15,1756039170,23.83,91,60,12.1,1012.5,65
MGUE00ARG,2025,8,23,12,39,34,2025-08-23T12:39:34.000Z,-35.777,-69.398,1554.15,1755952774,22.95,188,8,10.2,1004.2,71
MGUE00ARG,2025,8,22,12,39,38,2025-08-22T12:39:38.000Z,-35.777,-69.398,1554.15,1755866378,22.79,287,61,14.6,1018.1,65
MGUE00ARG,2025,8,21,12,39,42,2025-08-21T12:39:42.000Z,-35.777,-69.398,1554.15,1755779982,19.39,73,40,10.1,1006.3,64
MGUE00ARG,2025,8,20,12,39,46,2025-08-20T12:39:46.000Z,-35.777,-69.398,1554.15,1755693586,21.78,176,8,12.9,1004.0,55
MIKL00UKR,2025,9,8,12,39,53,2025-09-08T12:39:53.000Z,46.973,31.973,94.7,1757335193,21.36,357,12,-0.6,1010.1,54
MIKL00UKR,2025,9,7,12,39,57,2025-09-07T12:39:57.000Z,46.973,31.973,94.7,1757248797,10.38,120,82,1.5,1015.9,55
MIKL00UKR,2025,9,6,12,40,2,2025-09-06T12:40:02.000Z,46.973,31.973,94.7,1757162402,19.10,37,54,4.4,1016.7,67
MIKL00UKR,2025,9,5,12,40,7,2025-09-05T12:40:07.000Z,46.973,31.973,94.7,1757076007,9.37,37,9,-1.7,1006.1,53
MIKL00UKR,2025,9,4,12,40,11,2025-09-04T12:40:11.000Z,46.973,31.973,94.7,1756989611,15.29,101,79,1.3,1022.1,67
MIKL00UKR,2025,9,3,12,40,16,2025-09-03T12:40:16.000Z,46.973,31.973,94.7,1756903216,9.59,146,14,2.0,1008.3,69
MIKL00UKR,2025,9,2,12,40,20,2025-09-02T12:40:20.000Z,46.973,31.973,94.7,1756816820,19.43,182,1,2.6,1019.1,62
MIKL00UKR,2025,9,1,12,40,25,2025-09-01T12:40:25.000Z,46.973,31.973,94.7,1756730425,12.22,91,89,-0.7,1013.6,69
MIKL00UKR,2025,8,31,12,40,29,2025-08-31T12:40:29.000Z,46.973,31.973,94.7,1756644029,7.66,265,74,7.9,1021.8,70
MIKL00UKR,2025,8,30,12,40,32,2025-08-30T12:40:32.000Z,46.973,31.973,94.7,1756557632,6.49,118,31,6.9,1006.0,67
MIKL00UKR,2025,8,29,12,40,36,2025-08-29T12:40:36.000Z,46.973,31.973,94.7,1756471236,14.12,102,56,3.0,1022.2,58
MIKL00UKR,2025,8,28,12,40,43,2025-08-28T12:40:43.000Z,46.973,31.973,94.7,1756384843,13.06,324,70,6.7,1022.2,51
MIKL00UKR,2025,8,27,12,40,47,2025-08-27T12:40:47.000Z,46.973,31.973,94.7,1756298447,8.53,20,64,4.2,1022.8,54
MIKL00UKR,2025,8,26,12,40,51,2025-08-26T12:40:51.000Z,46.973,31.973,94.7,1756212051,13.61,111,64,2.3,1014.5,51
MIKL00UKR,2025,8,25,12,40,55,2025-08-25T12:40:55.000Z,46.973,31.973,94.7,1756125655,5.34,294,44,7.9,1009.5,47
MIKL00UKR,2025,8,24,12,40,59,2025-08-24T12:40:59.000Z,46.973,31.973,94.7,1756039259,21.35,4,1,1.8,1020.1,45
MIKL00UKR,2025,8,23,12,41,3,2025-08-23T12:41:03.000Z,46.973,31.973,94.7,1755952863,15.47,62,7,9.2,1014.0,59
MIKL00UKR,2025,8,22,12,41,7,2025-08-22T12:41:07.000Z,46.973,31.973,94.7,1755866467,14.02,282,43,3.4,1009.4,71
MIKL00UKR,2025,8,21,12,41,11,2025-08-21T12:41:11.000Z,46.973,31.973,94.7,1755780071,6.67,133,83,3.5,1010.3,58
MIKL00UKR,2025,8,20,12,41,16,2025-08-20T12:41:16.000Z,46.973,31.973,94.7,1755693676,5.28,342,62,4.9,1003.2,66
MIZU00JPN,2025,9,8,12,41,22,2025-09-08T12:41:22.000Z,39.135,141.133,117,1757335282,11.28,171,73,5.5,1021.9,56
MIZU00JPN,2025,9,7,12,41,27,2025-09-07T12:41:27.000Z,39.135,141.133,117,1757248887,22.02,166,52,2.7,1023.0,50
MIZU00JPN,2025,9,6,12,41,32,2025-09-06T12:41:32.000Z,39.135,141.133,117,1757162492,20.46,348,46,8.7,1012.6,64
MIZU00JPN,2025,9,5,12,41,37,2025-09-05T12:41:37.000Z,39.135,141.133,117,1757076097,21.59,178,49,3.2,1022.2,68
MIZU00JPN,2025,9,4,12,41,42,2025-09-04T12:41:42.000Z,39.135,141.133,117,1756989702,10.82,203,60,10.2,1015.7,57
MIZU00JPN,2025,9,3,12,41,47,2025-09-03T12:41:47.000Z,39.135,141.133,117,1756903307,20.54,275,74,2.6,1016.8,69
MIZU00JPN,2025,9,2,12,41,51,2025-09-02T12:41:51.000Z,39.135,141.133,117,1756816911,7.21,197,12,5.1,1003.5,68
MIZU00JPN,2025,9,1,12,41,56,2025-09-01T12:41:56.000Z,39.135,141.133,117,1756730516,22.55,87,19,7.8,1005.2,56
MIZU00JPN,2025,8,31,12,42,1,2025-08-31T12:42:01.000Z,39.135,141.133,117,1756644121,6.99,90,39,10.2,1012.1,70
MIZU00JPN,2025,8,30,12,42,6,2025-08-30T12:42:06.000Z,39.135,141.133,117,1756557726,7.19,233,17,7.5,1019.3,50
MIZU00JPN,2025,8,29,12,42,12,2025-08-29T12:42:12.000Z,39.135,141.133,117,1756471332,20.02,311,46,11.7,1008.2,62
MIZU00JPN,2025,8,28,12,42,16,2025-08-28T12:42:16.000Z,39.135,141.133,117,1756384936,15.37,91,39,7.8,1014.3,67
MIZU00JPN,2025,8,27,12,42,20,2025-08-27T12:42:20.000Z,39.135,141.133,117,1756298540,5.68,124,21,11.0,1018.0,59
MIZU00JPN,2025,8,26,12,42,25,2025-08-26T12:42:25.000Z,39.135,141.133,117,1756212145,13.93,356,6,9.0,1022.6,74
MIZU00JPN,2025,8,25,12,42,29,2025-08-25T12:42:29.000Z,39.135,141.133,117,1756125749,16.94,142,12,9.1,1004.7,67
MIZU00JPN,2025,8,24,12,42,34,2025-08-24T12:42:34.000Z,39.135,141.133,117,1756039354,15.99,330,13,10.3,1019.7,46
MIZU00JPN,2025,8,23,12,42,38,2025-08-23T12:42:38.000Z,39.135,141.133,117,1755952958,12.85,186,10,13.5,1015.5,73
MIZU00JPN,2025,8,22,12,42,42,2025-08-22T12:42:42.000Z,39.135,141.133,117,1755866562,23.06,19,22,13.5,1020.2,71
MIZU00JPN,2025,8,21,12,42,47,2025-08-21T12:42:47.000Z,39.135,141.133,117,1755780167,21.88,19,29,9.4,1005.9,69
MIZU00JPN,2025,8,20,12,42,51,2025-08-20T12:42:51.000Z,39.135,141.133,117,1755693771,13.40,288,57,11.0,1006.4,56
MKEA00USA,2025,9,8,12,42,57,2025-09-08T12:42:57.000Z,19.801,-155.456,3754.7,1757335377,21.86,49,51,16.1,1014.6,63
MKEA00USA,2025,9,7,12,43,2,2025-09-07T12:43:02.000Z,19.801,-155.456,3754.7,1757248982,14.11,102,72,21.5,1003.8,59
MKEA00USA,2025,9,6,12,43,6,2025-09-06T12:43:06.000Z,19.801,-155.456,3754.7,1757162586,19.28,298,86,14.2,1020.5,65
MKEA00USA,2025,9,5,12,43,11,2025-09-05T12:43:11.000Z,19.801,-155.456,3754.7,1757076191,13.79,210,20,18.6,1011.0,57
MKEA00USA,2025,9,4,12,43,15,2025-09-04T12:43:15.000Z,19.801,-155.456,3754.7,1756989795,9.10,35,20,21.9,1022.2,66
MKEA00USA,2025,9,3,12,43,20,2025-09-03T12:43:20.000Z,19.801,-155.456,3754.7,1756903400,22.32,31,31,20.6,1009.2,61
MKEA00USA,2025,9,2,12,43,23,2025-09-02T12:43:23.000Z,19.801,-155.456,3754.7,1756817003,5.68,237,78,14.7,1004.9,52
MKEA00USA,2025,9,1,12,43,29,2025-09-01T12:43:29.000Z,19.801,-155.456,3754.7,1756730609,17.16,140,9,18.2,1005.1,55
MKEA00USA,2025,8,31,12,43,33,2025-08-31T12:43:33.000Z,19.801,-155.456,3754.7,1756644213,7.22,141,10,25.6,1018.6,54
MKEA00USA,2025,8,30,12,43,38,2025-08-30T12:43:38.000Z,19.801,-155.456,3754.7,1756557818,19.76,217,8,22.5,1017.2,56
MKEA00USA,2025,8,29,12,43,42,2025-08-29T12:43:42.000Z,19.801,-155.456,3754.7,1756471422,19.85,317,11,20.9,1021.7,68
MKEA00USA,2025,8,28,12,43,47,2025-08-28T12:43:47.000Z,19.801,-155.456,3754.7,1756385027,21.20,36,80,22.4,1008.4,49
MKEA00USA,2025,8,27,12,43,52,2025-08-27T12:43:52.000Z,19.801,-155.456,3754.7,1756298632,22.33,194,58,25.2,1015.6,56
MKEA00USA,2025,8,26,12,43,57,2025-08-26T12:43:57.000Z,19.801,-155.456,3754.7,1756212237,11.25,333,66,22.7,1004.4,55
MKEA00USA,2025,8,25,12,44,1,2025-08-25T12:44:01.000Z,19.801,-155.456,3754.7,1756125841,13.65,355,66,22.4,1012.5,67
MKEA00USA,2025,8,24,12,44,7,2025-08-24T12:44:07.000Z,19.801,-155.456,3754.7,1756039447,13.42,290,54,24.1,1003.3,70
MKEA00USA,2025,8,23,12,44,12,2025-08-23T12:44:12.000Z,19.801,-155.456,3754.7,1755953052,24.47,303,32,23.8,1003.9,51
MKEA00USA,2025,8,22,12,44,17,2025-08-22T12:44:17.000Z,19.801,-155.456,3754.7,1755866657,20.40,162,44,25.7,1013.0,71
MKEA00USA,2025,8,21,12,44,21,2025-08-21T12:44:21.000Z,19.801,-155.456,3754.7,1755780261,11.62,70,81,19.7,1006.5,63
MKEA00USA,2025,8,20,12,44,26,2025-08-20T12:44:26.000Z,19.801,-155.456,3754.7,1755693866,18.96,147,81,25.4,1013.9,52
MOBJ00RUS,2025,9,8,12,44,32,2025-09-08T12:44:32.000Z,55.115,36.57,182.608,1757335472,17.83,41,52,-4.8,1018.5,45
MOBJ00RUS,2025,9,7,12,44,36,2025-09-07T12:44:36.000Z,55.115,36.57,182.608,1757249076,7.19,236,34,-3.0,1014.1,66
MOBJ00RUS,2025,9,6,12,44,41,2025-09-06T12:44:41.000Z,55.115,36.57,182.608,1757162681,24.35,230,89,-6.3,1013.5,46
MOBJ00RUS,2025,9,5,12,44,45,2025-09-05T12:44:45.000Z,55.115,36.57,182.608,1757076285,8.81,267,82,0.2,1018.5,54
MOBJ00RUS,2025,9,4,12,44,49,2025-09-04T12:44:49.000Z,55.115,36.57,182.608,1756989889,22.24,23,59,-3.6,1018.2,69
MOBJ00RUS,2025,9,3,12,44,54,2025-09-03T12:44:54.000Z,55.115,36.57,182.608,1756903494,9.27,332,9,-3.7,1015.1,47
MOBJ00RUS,2025,9,2,12,44,58,2025-09-02T12:44:58.000Z,55.115,36.57,182.608,1756817098,12.96,330,36,-5.6,1005.6,56
MOBJ00RUS,2025,9,1,12,45,2,2025-09-01T12:45:02.000Z,55.115,36.57,182.608,1756730702,19.34,39,65,-3.3,1010.2,51
MOBJ00RUS,2025,8,31,12,45,6,2025-08-31T12:45:06.000Z,55.115,36.57,182.608,1756644306,7.72,253,39,2.4,1014.5,71
MOBJ00RUS,2025,8,30,12,45,10,2025-08-30T12:45:10.000Z,55.115,36.57,182.608,1756557910,7.33,227,37,-0.5,1009.2,73
MOBJ00RUS,2025,8,29,12,45,14,2025-08-29T12:45:14.000Z,55.115,36.57,182.608,1756471514,6.54,73,67,-2.3,1019.5,57
MOBJ00RUS,2025,8,28,12,45,18,2025-08-28T12:45:18.000Z,55.115,36.57,182.608,1756385118,24.31,332,16,4.1,1006.3,74
MOBJ00RUS,2025,8,27,12,45,22,2025-08-27T12:45:22.000Z,55.115,36.57,182.608,1756298722,22.31,44,52,4.3,1009.7,72
MOBJ00RUS,2025,8,26,12,45,26,2025-08-26T12:45:26.000Z,55.115,36.57,182.608,1756212326,12.10,323,17,4.4,1004.5,74
MOBJ00RUS,2025,8,25,12,45,30,2025-08-25T12:45:30.000Z,55.115,36.57,182.608,1756125930,18.72,135,19,3.5,1016.2,66
MOBJ00RUS,2025,8,24,12,45,35,2025-08-24T12:45:35.000Z,55.115,36.57,182.608,1756039535,21.79,44,54,-1.1,1005.0,71
MOBJ00RUS,2025,8,23,12,45,39,2025-08-23T12:45:39.000Z,55.115,36.57,182.608,1755953139,24.84,308,28,-1.6,1016.8,60
MOBJ00RUS,2025,8,22,12,45,42,2025-08-22T12:45:42.000Z,55.115,36.57,182.608,1755866742,6.50,87,12,4.2,1007.3,69
MOBJ00RUS,2025,8,21,12,45,46,2025-08-21T12:45:46.000Z,55.115,36.57,182.608,1755780346,6.68,138,54,0.8,1019.7,67
MOBJ00RUS,2025,8,20,12,45,51,2025-08-20T12:45:51.000Z,55.115,36.57,182.608,1755693951,14.76,200,23,-2.2,1012.1,63
MOBK00RUS,2025,9,8,12,45,57,2025-09-08T12:45:57.000Z,55.115,36.57,182.608,1757335557,19.79,135,45,-1.7,1016.2,48
MOBK00RUS,2025,9,7,12,46,1,2025-09-07T12:46:01.000Z,55.115,36.57,182.608,1757249161,6.90,180,18,-2.3,1010.9,69
MOBK00RUS,2025,9,6,12,46,7,2025-09-06T12:46:07.000Z,55.115,36.57,182.608,1757162767,12.16,261,39,-3.9,1006.2,53
MOBK00RUS,2025,9,5,12,46,12,2025-09-05T12:46:12.000Z,55.115,36.57,182.608,1757076372,8.18,240,89,-4.9,1022.6,68
MOBK00RUS,2025,9,4,12,46,17,2025-09-04T12:46:17.000Z,55.115,36.57,182.608,1756989977,18.57,258,45,-6.1,1018.4,59
MOBK00RUS,2025,9,3,12,46,21,2025-09-03T12:46:21.000Z,55.115,36.57,182.608,1756903581,19.93,161,5,-6.0,1016.9,46
MOBK00RUS,2025,9,2,12,46,25,2025-09-02T12:46:25.000Z,55.115,36.57,182.608,1756817185,17.70,14,14,-3.0,1019.3,70
MOBK00RUS,2025,9,1,12,46,30,2025-09-01T12:46:30.000Z,55.115,36.57,182.608,1756730790,11.24,199,58,0.5,1014.2,60
MOBK00RUS,2025,8,31,12,46,34,2025-08-31T12:46:34.000Z,55.115,36.57,182.608,1756644394,23.62,67,61,2.8,1009.2,50
MOBK00RUS,2025,8,30,12,46,38,2025-08-30T12:46:38.000Z,55.115,36.57,182.608,1756557998,13.53,162,49,2.4,1003.2,60
MOBK00RUS,2025,8,29,12,46,43,2025-08-29T12:46:43.000Z,55.115,36.57,182.608,1756471603,22.76,62,1,1.2,1021.9,56
MOBK00RUS,2025,8,28,12,46,47,2025-08-28T12:46:47.000Z,55.115,36.57,182.608,1756385207,11.79,90,1,0.2,1017.8,52
MOBK00RUS,2025,8,27,12,46,51,2025-08-27T12:46:51.000Z,55.115,36.57,182.608,1756298811,16.82,245,1,-0.8,1005.8,64
MOBK00RUS,2025,8,26,12,46,56,2025-08-26T12:46:56.000Z,55.115,36.57,182.608,1756212416,18.44,240,3,2.5,1021.5,51
MOBK00RUS,2025,8,25,12,47,0,2025-08-25T12:47:00.000Z,55.115,36.57,182.608,1756126020,17.28,313,23,2.9,1012.0,61
MOBK00RUS,2025,8,24,12,47,4,2025-08-24T12:47:04.000Z,55.115,36.57,182.608,1756039624,8.01,294,57,-2.5,1005.9,57
MOBK00RUS,2025,8,23,12,47,7,2025-08-23T12:47:07.000Z,55.115,36.57,182.608,1755953227,8.52,132,84,4.1,1022.0,50
MOBK00RUS,2025,8,22,12,47,12,2025-08-22T12:47:12.000Z,55.115,36.57,182.608,1755866832,17.68,29,39,1.9,1003.0,74
MOBK00RUS,2025,8,21,12,47,16,2025-08-21T12:47:16.000Z,55.115,36.57,182.608,1755780436,19.90,229,12,2.5,1010.1,51
MOBK00RUS,2025,8,20,12,47,20,2025-08-20T12:47:20.000Z,55.115,36.57,182.608,1755694040,8.51,302,3,-1.6,1010.7,65
MOBN00RUS,2025,9,8,12,47,26,2025-09-08T12:47:26.000Z,55.115,36.57,182.634,1757335646,5.49,166,84,-5.0,1012.9,68
MOBN00RUS,2025,9,7,12,47,31,2025-09-07T12:47:31.000Z,55.115,36.57,182.634,1757249251,11.91,51,58,-5.7,1006.8,69
